24	1	1000	AN10599
24	1001	2000	AN10600
24	2001	3000	AN4826
24	3001	4000	AN4827
24	4001	5000	AN4829
24	5001	6000	AN4830
24	6001	7000	AN4831
24	7001	8000	AN4832
24	8001	9000	AN4833
24	9001	10000	AN4834
24	10001	11000	AN4835
24	11001	12000	AN4836
24	12001	13000	AN4837
25	1	1000	AN5317
25	1001	2000	AN5318
25	2001	3000	AN5319
25	3001	4000	AN5320
25	4001	5000	AN5321
25	5001	6000	AN5322
25	6001	7000	AN5323
25	7001	8000	AN5324
25	8001	9000	AN5325
25	9001	10000	AN5326
25	10001	11000	AN5327
25	11001	12000	AN5328
25	12001	13000	AN5329
26	1	1000	AN5989
26	1001	2000	AN5990
26	2001	3000	AN5991
26	3001	4000	AN5992
26	4001	5000	AN5993
26	5001	6000	AN5994
26	6001	7000	AN5995
26	7001	8000	AN5996
26	8001	9000	AN5997
26	9001	10000	AN5998
26	10001	11000	AN5999
26	11001	12000	AN6000
26	12001	13000	AN6001
26	13001	14000	AN6002
26	14001	15000	AN6003
26	15001	16000	AN6004
26	16001	17000	AN6005
26	17001	18000	AN6006
26	18001	19000	AN6007
27	1	1000	AN6236
27	1001	2000	AN6237
27	2001	3000	AN6238
28	1	1000	AN10816
28	1001	2000	AN6429
28	2001	3000	AN6430
28	3001	4000	AN6431
28	4001	5000	AN6432
28	5001	6000	AN6433
28	6001	7000	AN6434
29	1	1000	AN6436
29	1001	2000	AN6437
29	2001	3000	AN6438
29	3001	4000	AN6439
29	4001	5000	AN6440
29	5001	6000	AN6441
29	6001	7000	AN6443
29	7001	8000	AN6444
29	8001	9000	AN6445
29	9001	10000	AN6446
29	10001	11000	AN6447
29	11001	12000	AN6448
29	12001	13000	AN6449
29	13001	14000	AN6450
29	14001	15000	AN6451
29	15001	16000	AN6452
29	16001	17000	AN6453
29	17001	18000	AN6454
29	18001	19000	AN6455
29	19001	20000	AN6456
29	20001	21000	AN6457
29	21001	22000	AN6458
29	22001	23000	AN6459
29	23001	24000	AN6460
29	24001	25000	AN6461
30	1	1000	AN11527
30	1001	2000	AN6770
30	2001	3000	AN6771
30	3001	4000	AN6772
30	4001	5000	AN6773
30	5001	6000	AN6774
30	6001	7000	AN6775
30	7001	8000	AN6776
30	8001	9000	AN6777
30	9001	10000	AN6778
30	10001	11000	AN6779
30	11001	12000	AN6780
30	12001	13000	AN6781
30	13001	14000	AN6782
30	14001	15000	AN6783
30	15001	16000	AN6784
30	16001	17000	AN6785
30	17001	18000	AN6786
30	18001	19000	AN6787
30	19001	20000	AN6788
30	20001	21000	AN6789
30	21001	22000	AN6790
30	22001	23000	AN6791
31	1	1000	AN10883
31	1001	2000	AN10884
31	2001	3000	AN10888
31	3001	4000	AN10889
31	4001	5000	AN7061
31	5001	6000	AN7062
31	6001	7000	AN7063
31	7001	8000	AN7064
31	8001	9000	AN7066
31	9001	10000	AN7067
31	10001	11000	AN7068
31	11001	12000	AN7070
31	12001	13000	AN7071
31	13001	14000	AN7072
31	14001	15000	AN7073
31	15001	16000	AN7074
31	16001	17000	AN7075
32	1	1000	AN10886
32	1001	2000	AN10887
32	2001	3000	AN7081
32	3001	4000	AN7083
32	4001	5000	AN7084
32	5001	6000	AN7086
32	6001	7000	AN7087
32	7001	8000	AN7088
32	8001	9000	AN7089
33	1	1000	AN7485
33	1001	2000	AN7487
33	2001	3000	AN7488
33	3001	4000	AN7489
34	1	1000	AN11013
34	1001	2000	AN11017
34	2001	3000	AN11021
34	3001	4000	AN7806
34	4001	5000	AN7807
34	5001	6000	AN7808
34	6001	7000	AN7809
34	7001	8000	AN7810
34	8001	9000	AN7811
34	9001	10000	AN7812
34	10001	11000	AN7814
34	11001	12000	AN7815
34	12001	13000	AN7816
34	13001	14000	AN7817
34	14001	15000	AN7818
34	15001	16000	AN7819
34	16001	17000	AN7820
34	17001	18000	AN7821
34	18001	19000	AN7822
34	19001	20000	AN7823
34	20001	21000	AN7824
34	21001	22000	AN7825
35	1	1000	AN7839
36	1	1000	AN11028
36	1001	2000	AN11031
36	2001	3000	AN7873
36	3001	4000	AN7874
36	4001	5000	AN7875
36	5001	6000	AN7876
36	6001	7000	AN7877
36	7001	8000	AN7878
36	8001	9000	AN7879
36	9001	10000	AN7880
36	10001	11000	AN7881
36	11001	12000	AN7883
36	12001	13000	AN7884
37	1	1000	AN7905
37	1001	2000	AN7906
37	2001	3000	AN7907
37	3001	4000	AN7908
37	4001	5000	AN7909
37	5001	6000	AN7911
37	6001	7000	AN7912
37	7001	8000	AN7913
37	8001	9000	AN7914
37	9001	10000	AN7915
37	10001	11000	AN7916
37	11001	12000	AN7917
37	12001	13000	AN7918
37	13001	14000	AN7919
37	14001	15000	AN7920
37	15001	16000	AN7921
37	16001	17000	AN7922
37	17001	18000	AN7923
38	1	1000	AN11037
38	1001	2000	AN11049
38	2001	3000	AN8103
38	3001	4000	AN8104
38	4001	5000	AN8105
38	5001	6000	AN8106
38	6001	7000	AN8108
38	7001	8000	AN8110
38	8001	9000	AN8111
38	9001	10000	AN8112
38	10001	11000	AN8113
39	1	1000	AN11077
39	1001	2000	AN11085
39	2001	3000	AN8383
39	3001	4000	AN8384
39	4001	5000	AN8385
39	5001	6000	AN8387
39	6001	7000	AN8388
39	7001	8000	AN8389
39	8001	9000	AN8390
39	9001	10000	AN8391
39	10001	11000	AN8392
39	11001	12000	AN8393
39	12001	13000	AN8394
39	13001	14000	AN8395
40	1	1000	AN8398
40	1001	2000	AN8399
40	2001	3000	AN8400
40	3001	4000	AN8401
40	4001	5000	AN8402
40	5001	6000	AN8403
40	6001	7000	AN8404
40	7001	8000	AN8405
40	8001	9000	AN8406
40	9001	10000	AN8407
40	10001	11000	AN8408
40	11001	12000	AN8409
40	12001	13000	AN8410
40	13001	14000	AN8411
40	14001	15000	AN8412
40	15001	16000	AN8413
40	16001	17000	AN8414
41	1	1000	AN8506
41	1001	2000	AN8507
41	2001	3000	AN8508
41	3001	4000	AN8509
41	4001	5000	AN8510
41	5001	6000	AN8511
41	6001	7000	AN8512
41	7001	8000	AN8513
41	8001	9000	AN8514
41	9001	10000	AN8516
42	1	1000	AN11143
42	1001	2000	AN11149
42	2001	3000	AN8901
42	3001	4000	AN8902
42	4001	5000	AN8903
42	5001	6000	AN8905
42	6001	7000	AN8906
42	7001	8000	AN8907
42	8001	9000	AN8908
42	9001	10000	AN8909
42	10001	11000	AN8910
43	1	1000	AN9002
43	1001	2000	AN9003
43	2001	3000	AN9004
43	3001	4000	AN9005
43	4001	5000	AN9006
43	5001	6000	AN9007
43	6001	7000	AN9008
43	7001	8000	AN9009
43	8001	9000	AN9010
43	9001	10000	AN9011
43	10001	11000	AN9012
43	11001	12000	AN9013
44	1	1000	AN11193
44	1001	2000	AN11194
44	2001	3000	AN11201
44	3001	4000	AN11202
44	4001	5000	AN9223
44	5001	6000	AN9224
44	6001	7000	AN9225
44	7001	8000	AN9226
44	8001	9000	AN9227
44	9001	10000	AN9230
44	10001	11000	AN9231
44	11001	12000	AN9232
44	12001	13000	AN9233
44	13001	14000	AN9234
44	14001	15000	AN9235
44	15001	16000	AN9236
45	1	1000	AN9244
45	1001	2000	AN9245
45	2001	3000	AN9246
45	3001	4000	AN9247
45	4001	5000	AN9248
45	5001	6000	AN9249
45	6001	7000	AN9250
45	7001	8000	AN9251
46	1	1000	AN11210
46	1001	2000	AN11215
46	2001	3000	AN9280
46	3001	4000	AN9281
46	4001	5000	AN9282
46	5001	6000	AN9283
46	6001	7000	AN9284
46	7001	8000	AN9285
46	8001	9000	AN9286
46	9001	10000	AN9287
46	10001	11000	AN9288
46	11001	12000	AN9289
46	12001	13000	AN9290
46	13001	14000	AN9292
46	14001	15000	AN9293
46	15001	16000	AN9294
46	16001	17000	AN9295
46	17001	18000	AN9296
46	18001	19000	AN9297
46	19001	20000	AN9298
46	20001	21000	AN9299
46	21001	22000	AN9300
46	22001	23000	AN9302
46	23001	24000	AN9303
46	24001	25000	AN9304
46	25001	26000	AN9305
46	26001	27000	AN9306
46	27001	28000	AN9307
